,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
271,,Human Resources Manager,,,T&T Power Group,,Canada,Glassdoor,Human Resources Manager,"$85,000 /yr (est.)",2022-03-28,,,,"T&T Power is disrupting the power industry with an elite service and production team, an unbelievable atmosphere and an unparalleled focus on customer satisfaction. Clients across Canada have used T&T Power Group for our consultative knowledge, our experienced and dedicated services, and our willingness and determination to solve problems and see things through to the end.
What impact will you have? You'll become an important member of a growing, fun loving, hard working, determined team. You will hold yourself to high standards, your impact will be significant and it will be immediate. You'll fit right in.
T&T Power Group is an industrial engine driven equipment sales and service company. We are seeking a qualified individual to fill the opening of the Human Resource Manager position. This is a leadership position with responsibilities that support our service business nationwide."
272,,Human Resources Manager,,,The Truffles Group,,Victoria,Glassdoor,Human Resources Manager,,2022-03-28,,,,"Want to join a fun, growing, dynamic company with a great culture? Join us!
Signing Bonus Offered!
Title: Human Resources Manager
Location: 376 Harbour Rd., Victoria, B.C.
The Truffles Group head office is located in Vic West’s beautiful and modern waterfront Dockside Green development. Our state-of-the-art building is LEED Gold certified which substantially reduces energy and water waste while emphasizing human health in an integrative building design. Our office includes a rooftop deck which overlooks Victoria’s downtown inner harbour and Gorge inlet and is within walking distance of coffee shops, restaurants, yoga studios, and gyms. Our team members enjoy full access to the rooftop patio, vegetable garden, and golf putting green. Inside, team members are welcome to utilize our changeroom, shower, and fully equipped kitchen. Our team is provided with snacks, refreshments, and team activities to maintain a fun, collaborative, efficient, and innovative office culture that lives up to the building we call home."
273,,Human Resources Manager,,,Nutemp Mechanical Systems,,Mississauga,Glassdoor,Human Resources Manager,,2022-03-28,,,,"HUMAN RESOURCES MANAGER
JOIN A TEAM THAT YOU CAN BE PROUD OF AND BUILD YOUR CAREER
Nutemp Mechanical Systems Ltd. is a COR certified, multi-discipline trade contractor that works exclusively in the ICI marketplace, primarily in mechanical installations. At Nutemp, we really do work as team and our employees’ needs are as important as our clients’ needs. Our stated purpose -“To build a legacy of excellence in everything we do by creating environments where our clients, team members and communities can all thrive.” - has been built on the collective strength of our people who live our core values: Safety, Quality, Integrity, Mutual Accountability, Inclusion and Diversity, Think.
Our Employee Relations Philosophy is our commitment to manage in a safe, fair, open, respectful and consistent manner. Our commitment to employees is also supported by very competitive pay, benefits, retirement programs, tool/clothing allowances and work-life balance."
274,,Senior Manager - Human Resources,,,ServiceMaster Contract Services,Building & Personnel Services,Mississauga,Glassdoor,Human Resources Manager,"$65,000 /yr (est.)",2022-03-28,,,,"With over 65 years of service, ServiceMaster Clean is a trusted leader for commercial cleaning. Every day more than 100,000 businesses worldwide depend on our commercial cleaning network to keep their workplaces clean and well maintained.
ServiceMaster Clean Mississauga is currently looking to hire a regional HR Manger within the Greater Toronto Area.
As our Senior HR Manager, you will play a key part in the creation, refinement, and execution of ServiceMaster Clean’s human resource policies and processes, with a focus on delivering outstanding results for our client.
You will also be responsible for managing the day to day deliverables of the HR department, across all client sites in the region."
275,,"Human Resources Manager, 90K, Monday-Friday, Day Shift, CHRP, Benefits/RRSP",,,CWT Group,,Mississauga,Glassdoor,Human Resources Manager,"$90,000 /yr (est.)",2022-03-28,,,,"CHRP

5 years experience required
$90,000 per annum
Monday-Friday
Day shift

Large Transportation LTL Company"
276,,Senior Manager - Human Resources,,,River Rock Casino Resort,Gambling,Richmond,Glassdoor,Human Resources Manager,"$62,433 /yr (est.)",2022-03-28,,,,"Under the direction of the Regional Director, Human Resources, the Senior Manager, Human Resources is responsible for being a strategic partner; providing guidance, direction and support on matters related to Human Resources Policies & Procedures, and best practices, including but not limited to Recruitment, Performance Management, Workforce Planning, Compliance, Health, Safety & Wellness, Team Member and Labour Relations, Team Engagement & Retention, Rewards & Recognition, Respectful Workplace & Diversity, Organizational Development & Training and Change Management.
Key Accountabilities:
Provides leadership, direction and mentoring to the Human Resource department at the site level; develops performance objectives and delivers performance evaluations for direct reports"
277,,Human Resources Manager,,,Confidential,,Toronto,Glassdoor,Human Resources Manager,"$100,000 /yr (est.)",2022-03-28,,,,"About Us
Through innovation and a relentless commitment to deliver products and services that set the standard for reliability and durability, ABC Company is a recognized leader within the manufacturing, commercial, residential, and industrial construction market specializing in aluminum and glass railings.
Due to continued growth, we a have an opportunity for a Human Resources Manager to join our company at us in Toronto, Ontario. The HR Manager will support both the Edmonton, Alberta and London, Ontario locations.This position will require frequent travel to our London and Edmonton facilities. Relocation opportunity to Edmonton available.
Position Summary"
278,,HR Manager--Northern Ontario,,,TEEMA Solutions,,Ontario,Glassdoor,Human Resources Manager,"$115,063 /yr (est.)",2022-03-28,,,,"TEEMA Solutions is looking for an HR Manager for our client in northern Ontario. This role offers stability and excellent opportunity for growth in the near term for those with solid leadership skills.
Requirements include:
Bachelor’s Degree in Human Resources, Labor Relations, Business Administration or related field preferred
7-10 years of experience in manufacturing environments supporting both union and non-union, preferably in a manufacturing setting.
Strong Conflict resolution, relationship building and performance management skills
Demonstrated strong change management skills."
279,,Human Resources Manager,,,Bethesda,,Abbotsford,Glassdoor,Human Resources Manager,"$64,063 /yr (est.)",2022-03-28,,,,"""Working at Bethesda has helped me grow in faith, given me so many new wonderful relationships and really empowers and inspires me to do my very best."" Bethesda staff comment
In your human resources experience, you see the importance of leading and supporting employees to be the best they can be in their service to people with diverse abilities. That closeness and sharing develops with a loving heart, where it is not always obvious who is helping whom anymore. You are yearning for a new role where your organizational and leadership abilities can shine. And where you can shape a workplace that overflows with grace and respect.
At Bethesda, we are about creating community among the people we support, our staff and our surrounding communities. We are all interdependent as we experience life together, and all valuable for the abilities we share. We know we learn from and need each other."
280,,HR Manager,,,Mancor Industries,,Oakville,Glassdoor,Human Resources Manager,"$80,000 /yr (est.)",2022-03-28,,,,"Overview:
The HR Manager is responsible for the day-to-day human resources operations of the plant. Enhance the organization's human resources function by planning, implementing and evaluating employee relations, HR policies, programs and practices. The function of this HR Manager role is to shape the performance and development systems for all employees, designing and supporting the company talent frameworks including performance management, succession planning and workforce/human resource planning whilst guiding and managing Human Resources functions of the company.
Ideal Competencies:
The preferred candidate will be a versatile, diverse and experience HR generalist who has a proven successful record for leading and delivering all aspects of Human Resources with dedication and passion, while keeping up-to-date with changes in employment legislation. They will bring expertise in talent management, are driven to deliver exceptional results, and will use effective people skills to ensure good relationships with all employees and external contacts."
281,,Human Resources Manager,,,Collison Kings Group,,Calgary,Glassdoor,Human Resources Manager,"$75,000 /yr (est.)",2022-03-28,,,,"Human Resources Manager
The Human Resources Manager will collaborate with the management team to manage the human resources of the company. Responsible for health and safety, support to multiple shops and managers, training and certification requirements and updates, proposal writing, maintain human resources database, and all human resources management practices.
LEADERSHIP AND MANAGEMENT
Attend leadership and management meetings, instrumental in providing strategic input and setting strategic goals in regards to human resources for the company.
Promotes health and safety with all shops and employees involving taking part on the health and safety committee, implementing the health and safety manual, providing a slide show for orientation, coordinate safety audits, and posting the required health and safety policies in all shops."
282,,"Senior Manager, Human Resources",,,Service Inspired Restaurants,Casual Restaurants,Burlington,Glassdoor,Human Resources Manager,"$95,035 /yr (est.)",2022-03-28,,,,"Title: Senior Manager, Human Resources
Department: Human Resources
Location: Support Centre, Burlington, Ontario
At Service Inspired Restaurants we take great pride in our diverse portfolio of restaurants and believe a brave, bold and results-driven culture inspires and creates new opportunities for everyone. Our values and promises are not simply a dream, vision, or mission, but a way of life for every person that becomes or wants to become a member of our team. Our goal is to be the first choice of our guests, team members, supplier partners, communities and investors by living our values and promises in everything we do. These values and promises describe how we conduct business, achieve our goal, and live our passion. We offer opportunities at the corporate level, as well as across all our concepts, including: Jack Astor’s Bar and Grill®, SCADDABUSH Italian Kitchen & Bar®; Canyon Creek®, Reds® Wine Tavern, The Loose Moose® and The Antler Room, Duke's Refresher® + Bar and Abbey’s Bake House in Muskoka. So what are you waiting for … come learn more and see if you have what it takes to join our team!"
283,,"Manager, Human Resources - FT Permanent",,,Clinical Research Dental,,London,Glassdoor,Human Resources Manager,"$80,000 /yr (est.)",2022-03-28,,,,"Manager, Human Resources
At Clinical Research Dental, it is our mission to support, promote and teach better dentistry through the presentation of clinical seminars, workshops, and scientific research studies and to provide only clinically proven products to dentists throughout North America via a highly trained and skilled technical support staff.
We have an immediate and exciting career opportunity for a full-time permanent Manager, Human Resources to join our team in our downtown London, ON office.
The Manager, Human Resources (HR) is responsible for ensuring key HR programs and employment standards, company policies and functions of the organization are according to company standards and provincial/federal regulations. Primary responsibilities include Recruitment, Employee Relations, Onboarding, Employee Training and Development, Performance and Terminations, Leadership support to the management team, Coordination and facilitation of the Health and Safety programs, Benefits Administration and Corporate Policies and Procedures. The Manager, Human Resources takes the initiative to proactively make improvements and promptly resolve matters as they arise."
284,,Assistant Human Resources Manager,,,Hilton Hotel and Suites Niagara Falls/Fallsview,"Hotels, Motels, & Resorts",Niagara Falls,Glassdoor,Human Resources Manager,,2022-03-28,,,,"What will it be like to work for the Hilton Niagara Falls/Fallsview?
One of the most recognized names in the industry, Hilton Hotels & Resorts offers travelers a world of authentic experiences. Hilton remains an innovative forward-thinking hospitality leader by offering best-in-class products, services and amenities to ensure that every guest feels cared for, valued and respected.
If you understand the importance of upholding a brand reputation and what it takes to provide a globally recognized hospitality experience, you may be just the person we are looking for to work as a Team Member with Hilton Hotels & Resorts.
Assistant Human Resources Manager Responsibilities:
Works in collaboration with the HR Manager on various programs and initiatives and acts as a resource to other Team Members in the HR department. Oversees the department in the absence of the HR Manager."
285,,Human Resources Manager,,,Highlight Motor Freight Inc.,,Concord,Glassdoor,Human Resources Manager,,2022-03-28,,,,"Highlight Motor Group
Concord, ON
Highlight Motor Group is one of the fastest growing transportation companies in GTA. As a result of our driven marketing approach and second-to-none work ethic, we are experiencing tremendous growth. In order to keep up with our growth we will be seeking experienced, professional, energetic, goal-oriented individuals to complement our organization.
Highlight Motor Group offers an exciting, fast-paced environment that has ideal positions for someone who is looking for a REAL career move. To work for Highlight Motor Group you must have great people skills, communicate well, have a team oriented personality, and have the desire to set and achieve goals. As our company is consistently expanding, we are looking for those candidates who are highly motivated and driven by the opportunity for financial reward and career advancement in the family like working environment."
286,,Human Resources Manager,,,Impact Recruitment,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,"$112,500 /yr (est.)",2022-03-28,,,,"Our Global e-commerce client is hiring a Human Resources Manager based in Vancouver to build out the North American HR functions. This is an exciting role – you’ll be the first Human Resources professional in Vancouver and collaborate with the global HR team. Tech industry is preferred and 5+ years in an HR Manager role leading a team is required.


ABOUT OUR CLIENT
Our client is an e-commerce global organization. They are bringing their North American headquarters to Vancouver and need an experienced Human Resources leader to build out and adapt company policies and procedures for the North American market."
287,,Human Resources Project Manager,,,Canadian National Railway,Rail Transportation,Montreal,Glassdoor,Human Resources Manager,"$83,600 /yr (est.)",2022-03-28,,,,"At CN, everyday brings new and exciting challenges. You can expect an interesting environment where you are part of making sure our business is running optimally and safely―helping keep the economy on track. We provide the kind of paid training and opportunities that long-term careers are built on and we recognize hard workers who strive to make a difference. You will be able to thrive in our close-knit, safety-focused culture working together as ONE TEAM. The careers we offer are meaningful because the work we do matters.
Join us!
Job Summary
The Human Resources Project Manager is responsible for coordinating and delivering projects within CN’s Human Resources (HR) function. The incumbent sets deadlines, assigns responsibilities, ensures accurate allocation of resources, leads multidisciplinary teams and monitors the progress of various projects. The position requires building and maintaining relationships with team members, vendors, and other departments involved in projects."
288,,Senior Human Resources Manager,,,Grand River Personnel,HR Consulting,Waterloo,Glassdoor,Human Resources Manager,"$87,500 /yr (est.)",2022-03-28,,,,"Our client who provides HR services throughout southern and southwest Ontario, is looking for a Senior Human Resources Manager to join their team in a full-time role!
Reporting to our VP of Human Resources, the Senior Human Resources Manager is an industry expert and resource in all matters related to compensation, performance management, organization development, safety, wellness, benefits, employee motivation, training and compliance.
As a member of the HR shared services team, the Senior HR Manager acts as a business partner with the primary role to help, improve, grow and act as a positive resource to company partners!
Excellent compensation and benefits package is available to a top notch HR professional including salary between 75-100K depending on skills plus bonus and other perks such as the ability to work from a home office!
Skill Requirements:
Energized by challenges and thrives in a demanding role effectively managing multiple competing priorities with a consistently steady, professional and calm approach
Exceptional communicator highly skilled in active listening, conflict resolution and change management
Process driven performer who excels in organization and prioritization
Strong initiative, high energy, proven resiliency and positive attitude
Proactive self-starter with a desire for accountability
Operates with the highest level of integrity
Maintain current level of knowledge with respect to employment legislation including but not limited to ESA, OHSA, OLRA etc.
Enhances workplace culture by demonstrating a commitment to ensuring HR services are responsive to the needs of the organization and employees
Acts as a resource and advocate for employee wellness and consistently mirrors the vision, values and goals of the organization
Ensures consistently exceptional attention to detail and follow through
Reflects company core values and leadership profile
Flexibility and understanding of changing priorities and adaptable to changes in the organization
Experience in an automotive environment is a definite ASSET

Collaborate with managers to identify vacancies; post job ads after review/approval, execute recruiting process; provide coaching and advice to managers on best practices
Conducts monthly welcome group orientation sessions to new hires at each location
Together with the HR team, conducts leadership training sessions with leaders and department managers at each location in key HR areas including onboarding, hiring, performance management, employee recognition & retention
Manages leaves of absences including EI; LTD; WSIB and RTW plans and trains leaders for compliance in these areas, maintains employee files, HRIS utilization and documentation compliance
Writes standardized HR policies as needed and job description
Ensures each location is compliant in the completion of monthly building inspections, JHSC meetings every 3 months, equipment inspections
Training compliance in WHMIS; Occupational Health & Safety Awareness; Shop Safety Awareness; Workplace Violence & Harassment
Act as Management Representative & Co-Chair/Secretary for JHSC
implements growth strategies and processes for the group including strategies for high performer advancement, recruitment, retention and recognition etc.
Assist in acquisition due diligence items and & HR Compliance
Accessibility Reporting – ensure compliance
If you have the skills required and this role sparks your interest, send your resume to: jayne@grandriverpersonnel.ca
INDGRP456
Our client is an equal opportunity employer and is committed to meeting the accessibility needs of all individuals in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and the Ontario Human Rights Code (OHRC). Should you require accommodations during the recruitment and selection process, please contact Jayne at the above email address."
289,,Human Resources (HR) Manager,,,Robert Half,HR Consulting,Waterloo,Glassdoor,Human Resources Manager,"$107,500 /yr (est.)",2022-03-28,,,,"Robert Half has partnered with one of Waterloo's most innovative, progressive and growing organizations in their search for a new HR Manager. Reporting into the Vice President of Operations you will be a part of a forward thinking team in Waterloo, helping to maintain a high level of employee satisfaction and helping to mentor and lead others to achieve their full potential.

Your responsibilities as HR Manager will include:
oversee, refine and execute employee standards and procedures
improve existing policies and procedures
maintain and enhance employee benefits programs,
assist with recruitment efforts
ensure legal compliance
lead the HR department and manage the team
leading 2 direct reports
Implement and maintain health and safety programs
maintain training matrix and plan training accordingly
manage the Return to Work program

Requirements
5 or more years experience in Human Resources
experience with HR Policy, Benefits Administration, Compensation & Benefits, Pension Administration, Recruitment, Succession Planning, Terminations, Training & Development, Workers Compensation,
Post secondary education in Human Resources an asset
CHRL or CHRP designation an asset


$100,000 t0 $120,000 based on experience
performance based bonus
excellent health and dental benefits plan
RSP matching plan
vacation plus annual shut down and personal days
this is an in office position

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4154. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2021 Robert Half. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ."
290,,Human Resources Manager,,,David Aplin Group,HR Consulting,Mississauga,Glassdoor,Human Resources Manager,"$110,000 /yr (est.)",2022-03-28,,,,"Join a top employer and advance your career. David Aplin Group has partnered with a Mississauga, Ontario-based company to hire a Human Resources Manager.

Reporting to the CEO, the Human Resources Manager will oversee the strategic direction, planning, coordination, administration, and evaluation of the human resources function. You will be responsible for developing and ensuring effective implementation of plans, systems, policies, and processes for workforce planning, talent acquisition, talent management, employee engagement, and total rewards including compensation. This position requires someone who is comfortable rolling up their sleeves and acting as a strategic business partner who is collaborative and capable of building consensus and commitment toward shared outcomes.

Compensation: 100-120K base + bonus



If you are interested in this position and meet the above criteria, please click the Apply button to send your resume in confidence directly to Trish O'Quinn, Senior Consultant, Human Resources. Visit our website at www.aplin.com to view our job opportunities, career tips, and tools. We thank all applicants; however, only those selected for an interview will be contacted.

David Aplin Group, one of Canada’s Best Managed Companies, is an employment agency specializing in finding top talent for exceptional organizations across North America. There are no fees to apply to our jobs or engage with our recruiters to find a new career. Companies hire us to help them grow their teams. Visit our website to learn more: www.aplin.com"
291,,Human Resources Manager,,,Let's Work Canada Inc,,Georgetown,Glassdoor,Human Resources Manager,"$80,000 /yr (est.)",2022-03-28,,,,"Hiring Immediately: Human Resources Manager
Company Profile: The industry leader in logistics with a specialization in the distribution of food products.
Location : Georgetown, (Major Intersection: Steeles & Trafalgar *5 MINUTES FROM PREMIUM OUTLET MALL*)
Position Description Summary:
Reporting to the Director of Operations the Human Resources Manager is a key member of the local management team as a business partner to align and support business strategy and objectives. The Human Resources Manager will be responsible for providing support to internal client groups on employee relations matters, and related HR programs (disability management, etc.), as well as HR initiatives and projects."
292,,Sr. Human Resources Manager,,,Generac Power Systems,Consumer Products Manufacturing,Vancouver,Glassdoor,Human Resources Manager,"$109,041 /yr (est.)",2022-03-28,,,,"The Senior Human Resources Manager is responsible for leading a team and managing all aspects of the Human Resources function within specific Business Unit(s). domestically and/or internationally. This role is responsible for implementing, administering and managing HR policies and programs with regards to compensation, talent development, communication, and employee relations for the assigned area.
Provide coaching, training, and counseling pertaining to various aspects of human resources (e.g., performance management, sexual harassment, discrimination, diversity, legal/employment issues).
Educate management and employees regarding corrective actions, moves and separations to ensure complete documentation and compliance with company guidelines.
Monitor effectiveness of human resources programs with focusing on continuous improvements by traveling regularly to assigned regional locations and partnering with management."
293,,Regional Human Resources Manager,,,ICS Management Group,,Oakville,Glassdoor,Human Resources Manager,"$107,500 /yr (est.)",2022-03-28,,,,"Large, growing multi site company requires seasoned employee and labour relations specialist for several locations mainly in the GTA. You will provide Senior level advice to management on contract negotiations, collective agreement administration and other sensitive employee relations matters. Your background includes a relevant education and 5+ years of experience, ideally including chief spokesperson experience in a fast paced environment. This is initially a remote opportunity with a hybrid schedule soon.
A competitive salary, bonus, benefits and RRSP plan is offered by this successful global organization. Promotional opportunities exist within the broader HR structure
Job Types: Full-time, Permanent
Salary: $100,000.00-$115,000.00 per year"
294,,HR Manager - Vancouver,,,Randstad,HR Consulting,Vancouver,Glassdoor,Human Resources Manager,"$75,000 /yr (est.)",2022-03-28,,,,"Our client who is based in Vancouver is looking to hire a HR Manager for their team. Previous HR experience is a must.

Reporting to the Chief Executive Officer, the Manager, Human Resources contributes to the achievement and delivery of organization-wide HR programs and practices and collaborates closely with all levels of management and staff. This position supports the overall operations of the HR function, carrying out responsibilities in the core functional areas of recruitment and onboarding, employee relations, union relations, training and development, performance management, legislative compliance, employee Health and Safety, health & wellness benefits, organizational development and HR information systems (HRIS).

If you are interested in the role please review the job details below and follow instructions to apply.

We welcome all applications; however, only those candidates who have similar experience will be shortlisted and contacted.








Two easy ways to apply:

1. E-mail resume to jack.murphy@randstad.ca
2. Apply online: http://www.randstad.ca

Randstad Canada is committed to building a diverse workforce reflective of the diversity of Canada. As a result, we promote employment equity and encourage candidates, especially those who identify as a woman, an Aboriginal person, a person with a disability or a member of a visible minority group, and any others who may contribute to the diversification of our workforce, to apply.

Randstad Canada is also committed to developing inclusive, barrier-free selection processes and work environments. If contacted in relation to a job opportunity, you should advise your Randstad Representative or your local Randstad branch in a timely fashion of the accommodation measures which must be taken to enable you to be assessed in a fair and equitable manner. Information received relating to accommodation measures will be addressed confidentially.

Randstad Canada is committed to fostering a workforce reflective of all peoples of Canada. As a result, we are committed to developing and implementing strategies to increase the equity, diversity and inclusion within the workplace by examining our internal policies, practices, and systems throughout the entire lifecycle of our workforce, including its recruitment, retention and advancement for all employees. In addition to our deep commitment to respecting human rights, we are dedicated to positive actions to affect change to ensure everyone has full participation in the workforce free from any barriers, systemic or otherwise, especially equity-seeking groups who are usually underrepresented in Canada's workforce, including those who identify as women or non-binary/gender non-conforming; Indigenous or Aboriginal Peoples; persons with disabilities (visible or invisible) and; members of visible minorities, racialized groups and the LGBTQ2+ community.

Randstad Canada is committed to creating and maintaining an inclusive and accessible workplace for all its candidates and employees by supporting their accessibility and accommodation needs throughout the employment lifecycle. We ask that all job applications please identify any accommodation requirements by sending an email to accessibility@randstad.ca to ensure their ability to fully participate in the interview process."
295,,HR Manager,,,Fuze HR Solutions Inc,HR Consulting,Toronto,Glassdoor,Human Resources Manager,"$85,000 /yr (est.)",2022-03-28,,,,"Are you looking to be a part of an exceptional company in your next career!? Our top client is currently seeking a passionate HR Manager to join the team in Toronto. If you are looking for a new challenge, professional growth, and the opportunity to work within an environment like no other, we want to hear from you!

GENERAL ACCOUNTABILITIES:

Demonstrate knowledge of current HR management practices, employment standards, and federal and provincial legislation (e.g. employment laws and regulations)"
296,,Manager of Human Resources,,,Tropicana Employment Centre,,Toronto,Glassdoor,Human Resources Manager,"$96,608 /yr (est.)",2022-03-28,,,,"SICKKIDS FOUNDATION IS ON THE HUNT FOR AN EXTRODINARY
MANAGER, HUMAN RESOURCES.
ABOUT US:
SickKids Foundation leads the fight for The Hospital for Sick Children (SickKids), one of the world’s foremost paediatric health-care institutions. Founded in 1972, SickKids Foundation is the largest charitable funder of child health research, learning and care in Canada. As a national charity, SickKids Foundation also invests in national and international initiatives to benefit children in Canada and around the world. Philanthropy is a critical source of funding for SickKids.
SickKids Foundation is committed to creating an inclusive culture where expressing your authentic self is celebrated. This includes embedding diversity and inclusion in our policies, practices, and behaviours, to build skills, knowledge and awareness of diversity and inclusion across the Foundation and with our external partners. The Foundation is committed to fostering a safe, accessible, and positive working environment."
297,,HR Manager - Vancouver,,,University of British Columbia,Colleges & Universities,Vancouver,Glassdoor,Human Resources Manager,"$80,082 /mo (est.)",2022-03-28,,,,"Please apply on Isarta.com
https://isarta.com/jobs/?utm_source=IND&job=77518

Staff - Non Union
Job Category
M&P - AAPS
JOB PROFILE
AAPS Salaried - Human Resources, Level B
Job Title
HR Manager
Administrative Leadership | Department of Zoology | Faculty of Science
5,468.83 - $7,878.17 CAD Monthly
March 30, 2022"
298,,Administrative and Human Resources Manager,,,University of British Columbia,Colleges & Universities,Vancouver,Glassdoor,Human Resources Manager,"$74,149 /mo (est.)",2022-03-28,,,,"Staff - Non Union
Job Category
M&P - AAPS
Job Profile
AAPS Salaried - Administration, Level A
Job Title
Administrative and Human Resources Manager
Administrative Leadership | Department of Chemistry | Faculty of Science
5,063.67 - $7,294.50 CAD Monthly
April 16, 2022"
299,,"manager, human resources",,,Commerce Fabric Inc,Enterprise Software & Network Solutions,Vancouver,Glassdoor,Human Resources Manager,$81.73 /hr (est.),2022-03-28,,,,"or equivalent experience
Operating Systems and Software
Google Docs
Specific Skills
Respond to employee questions and complaints
Recommend personnel actions such as hiring and promotions
Plan, develop and implement recruitment strategies
Oversee the classification and rating of occupations"
300,,Human Resources Manager,,,T&T Power Group,,Canada,Glassdoor,Human Resources Manager,"$85,000 /yr (est.)",2022-03-05,,,,"T&T Power is disrupting the power industry with an elite service and production team, an unbelievable atmosphere and an unparalleled focus on customer satisfaction. Clients across Canada have used T&T Power Group for our consultative knowledge, our experienced and dedicated services, and our willingness and determination to solve problems and see things through to the end.
What impact will you have? You'll become an important member of a growing, fun loving, hard working, determined team. You will hold yourself to high standards, your impact will be significant and it will be immediate. You'll fit right in.
T&T Power Group is an industrial engine driven equipment sales and service company. We are seeking a qualified individual to fill the opening of the Human Resource Manager position. This is a leadership position with responsibilities that support our service business nationwide."
301,,Human Resources Manager,,,Riverside Millwork Group,Wood & Paper Manufacturing,Waterloo,Glassdoor,Human Resources Manager,"$109,421 /yr (est.)",2022-03-05,,,,"Are you ready for change, challenge, and opportunity? Whether you're looking to launch your career or grow an existing one, Riverside Millwork Group is the type of company that supports its employees no matter where they are in life or their career.
Riverside Millwork Group is a forward-thinking group of companies built upon a solid foundation of values that we continue to live by today. Since 2005 Riverside has been supplying homeowners and builders with the finished products that make a house a home. Our suite of millwork products include interior and exterior wood doors, interior mouldings, door hardware, closet organizers, custom millwork solutions, and millwork installations.
As one of Canada's fastest growing companies, we are looking to give the right individual an opportunity to excel within our organization. We are seeking a motivated and safety focuses Human Resources Manager to join our team in Waterloo, ON and contribute to the success of our organization."
302,,Human Resources Manager,,,The Truffles Group,,Victoria,Glassdoor,Human Resources Manager,,2022-03-05,,,,"Want to join a fun, growing, dynamic company with a great culture? Join us!
Signing Bonus Offered!
Title: Human Resources Manager
Location: 376 Harbour Rd., Victoria, B.C.
The Truffles Group head office is located in Vic West’s beautiful and modern waterfront Dockside Green development. Our state-of-the-art building is LEED Gold certified which substantially reduces energy and water waste while emphasizing human health in an integrative building design. Our office includes a rooftop deck which overlooks Victoria’s downtown inner harbour and Gorge inlet and is within walking distance of coffee shops, restaurants, yoga studios, and gyms. Our team members enjoy full access to the rooftop patio, vegetable garden, and golf putting green. Inside, team members are welcome to utilize our changeroom, shower, and fully equipped kitchen. Our team is provided with snacks, refreshments, and team activities to maintain a fun, collaborative, efficient, and innovative office culture that lives up to the building we call home."
303,,Human Resources Manager,,,Nutemp Mechanical Systems,,Mississauga,Glassdoor,Human Resources Manager,,2022-03-05,,,,"HUMAN RESOURCES MANAGER
JOIN A TEAM THAT YOU CAN BE PROUD OF AND BUILD YOUR CAREER
Nutemp Mechanical Systems Ltd. is a COR certified, multi-discipline trade contractor that works exclusively in the ICI marketplace, primarily in mechanical installations. At Nutemp, we really do work as team and our employees’ needs are as important as our clients’ needs. Our stated purpose -“To build a legacy of excellence in everything we do by creating environments where our clients, team members and communities can all thrive.” - has been built on the collective strength of our people who live our core values: Safety, Quality, Integrity, Mutual Accountability, Inclusion and Diversity, Think.
Our Employee Relations Philosophy is our commitment to manage in a safe, fair, open, respectful and consistent manner. Our commitment to employees is also supported by very competitive pay, benefits, retirement programs, tool/clothing allowances and work-life balance."
304,,HR Manager,,,Hydro,Metal & Mineral Manufacturing,Mississauga,Glassdoor,Human Resources Manager,,2022-03-05,,,,"Hydro Extrusions is a world-leading aluminium extrusion business counting around 100 production sites in 40 countries and employing 20,000 people. Through our unique combination of local expertise, global network, and unmatched R&D capabilities, we can offer everything from standard profiles, to advanced development and manufacturing for most industries.
Since 1905, Hydro has turned natural resources into valuable products for people and businesses with focus on a safe and good workplace for our 30,000 employees in more than 140 locations.
Hydro is committed to leading the way in shaping a sustainable future and in doing so, creating more viable societies by developing natural resources into products and solutions in innovative and efficient ways to industries that matter."
305,,Senior Manager - Human Resources,,,ServiceMaster Contract Services,Building & Personnel Services,Mississauga,Glassdoor,Human Resources Manager,"$65,000 /yr (est.)",2022-03-05,,,,"With over 65 years of service, ServiceMaster Clean is a trusted leader for commercial cleaning. Every day more than 100,000 businesses worldwide depend on our commercial cleaning network to keep their workplaces clean and well maintained.
ServiceMaster Clean Mississauga is currently looking to hire a regional HR Manger within the Greater Toronto Area.
As our Senior HR Manager, you will play a key part in the creation, refinement, and execution of ServiceMaster Clean’s human resource policies and processes, with a focus on delivering outstanding results for our client.
You will also be responsible for managing the day to day deliverables of the HR department, across all client sites in the region."
306,,"Human Resources Manager, 90K, Monday-Friday, Day Shift, CHRP, Benefits/RRSP",,,CWT Group,,Mississauga,Glassdoor,Human Resources Manager,"$90,000 /yr (est.)",2022-03-05,,,,"CHRP

5 years experience required
$90,000 per annum
Monday-Friday
Day shift

Large Transportation LTL Company"
