,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
34,,Research and Innovation Director,,,University of Alberta,Colleges & Universities,Edmonton,Glassdoor,Research Director,"$89,736 /yr (est.)",2022-03-05,,,,"ENG Dean Of Engineering
Competition No. -
A100147651

Closing Date -
Will remain open until filled.



While this position welcomes applications from the public, please note that preference will be given to current employees at the University of Alberta. Please indicate your internal status using the ""Advertisement"" drop down menu when applying.



COVID-19 Vaccination: Proof of full vaccination against COVID-19 in compliance with the University’s COVID-19 Vaccination Directive. Fully Vaccinated means a status an individual achieves 14 days after having received the recommended number of doses of a COVID-19 vaccine approved by Health Canada or the World Health Organization, and requires the individual to maintain the recommended number and type of vaccine doses as updated and required by Health Canada thereafter."
35,,Research Director,,,MD Analytics,Advertising & Public Relations,Montreal,Glassdoor,Research Director,"$56,554 /yr (est.)",2022-03-05,,,,"MD Analytics is a leading international healthcare and pharmaceutical market research agency.

Over the past two decades, MD Analytics has grown to be one of the largest and most respected research agencies in Canada, being recognized for exceptional quality in reporting and client services.

To support current growth, we are seeking an experienced market researcher with a passion for healthcare, the ability to support and grow established accounts, and the skills to direct a rapidly growing team of remote researchers.

The Opportunity: Research Director (Permanent Remote Position, Greater Montreal Area)"
36,,Director of Commercial Real Estate Research,,,Marcus & Millichap,Real Estate,Vancouver,Glassdoor,Research Director,,2022-03-05,,,,"Marcus & Millichap, a leading commercial real estate brokerage and financing services company with nearly 2,000 investment sales and financing professionals in 80 offices in Canada and the United States, is seeking a Director of Canada Research based in either the Toronto or Vancouver office.

Marcus & Millichap is seeking candidates to join its industry-leading Research Services team. We are looking for people who share our passion for analyzing and interpreting economic, commercial real estate and investment data for key trends, then synthesizing it into reports, analyses and presentations that investors can use to make better-informed commercial real estate investment decisions.

Summary:
The Director of Canada Research is responsible for leading commercial real estate market analytics and intelligence initiatives throughout Canada. The Director will oversee the gathering, evaluation and interpretation of various economic and commercial real estate information sources, then translate the synthesized interpretation into a variety of reports, analytics and presentations. This position reports to the Vice President, Director of Research Operations (in the U.S.) and will supervise research personnel in Canada."
37,,scientific research director,,,Hamilton Kitchens and Bath,,Markham,Glassdoor,Research Director,$49.32 /hr (est.),2022-03-05,,,,"Additional Skills
Hire, train, direct and motivate staff
Area of Specialization
Scientific research
Specific Skills
Oversee the preparation of reports
Oversee the analysis of data and information"
38,,Qualitative Research Director,,,Maru,Research & Development,Toronto,Glassdoor,Research Director,"$70,820 /yr (est.)",2022-03-05,,,,"Maru/Matchbox, a Maru Group company, has been pushing the boundaries of the customer market insights space for over a decade. Unifying deep sector expertise with cloud-based customer insights. We take a results-focused, consultative approach to help clients better understand what motivates their customers and influences their markets, so they can act decisively and win.

Research Director

We are seeking a Research Director to become a member of the growing qualitative team. This person will hold a client-facing position, leading & supporting innovative digital qualitative research as well as in-person (when safely conducted) as part of our Qualitative team. As a member of this strategic team, you will influence our future growth and success by supporting existing strategic client engagements. You will influence research proposals, study design, moderation, data structuring and analysis, recommendations, and presenting results. As a trained and self-sufficient qualitative researcher with proven experience meeting strategic client needs, you have a reputation for impeccable client management, creativity, attention to detail, and strategic insight in delivering research results and consultative recommendations. In short, providing proactive, creative, and enthusiastic service that wows your clients and your team."
39,,"Director of Policy, Research & Advocacy",,,Amnesty International Canada,,Ottawa,Glassdoor,Research Director,"$108,773 /yr (est.)",2022-03-05,,,,"*Director of Policy, Research & Advocacy*
Hours: Full-time (37.5 hours/week)
Duration: Permanent
Location: Ottawa or Toronto
Starting Salary: $108,773 per annum.
Travel: Some travel required as travel restrictions allow
Deadline: Applications accepted until 5pm (eastern time), Friday, April 15
The Director of Policy, Research and Advocacy will join Amnesty International Canadian Section (English Speaking) during an exciting time as the organization moves forward with its new strategic framework. This individual will work closely with the colleagues across the section to implement improved processes, practices, systems, and tools within the Programs department to ensure they are equitable, transparent, and efficient."
40,,"Director, Biometric Research",,,Munich Re,Insurance Operators,Toronto,Glassdoor,Research Director,"$88,386 /yr (est.)",2022-03-05,,,,"Director, Biometric Research
The Biometric Research team is looking for a Director on their team in Toronto.

Location
Toronto , Canada
Directors lead a team of actuaries to complete North American experience studies, assumption development, support reinsurance pricing and to conduct research projects.
This position has direct reports who are junior and/or senior Actuarial Associate/Actuaries.
The Director’s reports may work with other Biometric Research Directors and vice versa based on project and quote opportunities."
41,,"Director, UX Research",,,1Password,Computer Hardware Development,Remote,Glassdoor,Research Director,,2022-03-05,,,,"Over 100,000 businesses and millions of people use 1Password to protect their most important information, and we believe those people – and the companies they work for – shouldn’t have to choose between security and productivity. We see security as a human challenge, rather than a technological one. It’s hard work, but our mission has always been to ease the tension between security and convenience and help people navigate the digital world without fear or friction. Human-centric security is part of our DNA, but human-centricity is also the backbone of our culture. We encourage big ideas and new ways of working that help us to make the online world a safer place for everyone.

The UX Research team works across the UX and design department and is responsible for the first phase of the design thinking process, laying the groundwork with which features can be defined and designed. Evolving what human centric security looks like and helping deliver our award winning user experience to businesses and consumers.

We’re looking for a research leader that has experience growing and leading a team. This is an opportunity to mentor and grow our UX research team as well as mature our practices and processes for research."
42,,"Director, Academic and Research Impact",,,Health Sciences North.,Security & Protective,Canada,Glassdoor,Research Director,,2022-03-05,,,,"Director, Academic and Research Impact
Health Sciences North (HSN)
Health Sciences North Research Institute (HSNRI)

$123,883 - $145,743

Reporting to the Vice-President, Academic and Research Impact at HSN and HSNRI, you will help advance
the key goal articulated in the 2019-2024 Strategic Plan of HSN and HSNRI (www.yourhsn.ca) to
strengthen our Academic and Research Impact. We aspire to progress as an academic health sciences
centre, through regional, provincial, national and international collaborations. Associated desired
outcomes include fostering an inter-professional learning culture where every learner is welcomed and
supported, championing a regional health innovation cluster, and supporting research efforts of
researchers and medical staff that are favourably peer-reviewed, partially funded through external
sources and involve collaborations. Support will include space and access to HSNRI scientists, inclusive of
ICES North, statisticians, grant-writers and administrative staff. Collaborative research towards Cancer
Solutions, Cardiovascular Health, Healthy Aging and Indigenous Health will be advanced.

You will provide operational leadership to a team of approximately 50 people and a budget of close to
$10 million dollars. You will support the Vice-President, scientists, research leads, research chairs, the
Director of IC/ES North and the Medical Director of the Simulation Laboratory. You will lead a team of
managers in research services, research safety, ethics and compliance, clinical trials and the simulation
laboratory, as well as staff supporting more than 2,000 medical and non-medical learners and the library,
and other staff supporting academic and research activities. You will ensure that HSNRI policies and
procedures remain updated and monitored, that deliverables of research contracts are met, and that
principle investigators are encouraged and supported in developing competitive external research
funding proposals and collaboration opportunities.

You will work closely with administrative and medical directors and chiefs of medical departments at
HSN, peers at the Northern Ontario School of Medicine, Laurentian University, Cambrian College, Collège
Boréal and in other postsecondary institutions, partners and funders.

This is a great opportunity to help build momentum at one of Canada’s top 40 research hospitals, that
recently opened a new $20 million facility for HSNRI, and a new $27.9 million Labelle Innovation and
Learning Centre at HSN.

Ideal candidates will possess at least an undergraduate degree, supervisory experience, and prior
experience in an academic, research or innovation environment. A master’s degree or PhD and
bilingualism are assets.

The position will remain active until filled. The search committee will begin reviewing applicants on April
20, 2022."
43,,"Director, Research and Thought Leadership",,,CPA Ontario,,Toronto,Glassdoor,Research Director,,2022-03-05,,,,"An Opportunity To
Shape The Debate on Issues That Matter
The Director, Research and Thought Leadership will be responsible for defining a compelling and future-focused thought leadership program on issues that matter to our profession and to the business world at large – from ESG and the intangible economy, to the role of leadership, purpose and values-driven behavior in driving trust.
Reporting to the EVP, Chief Communications & Sustainability Officer, the Director, Research and Thought Leadership will lead the strategy, stakeholder management, and oversight of our Thought Leadership program, including research, content creation, synthesizing and packaging of content into compelling narratives, whitepapers and engagements."
44,,"Director of Research and Development, Nucleic Acid Therapeutics",,,Cytiva,Biotech & Pharmaceuticals,Vancouver,Glassdoor,Research Director,,2022-03-05,,,,"Be part of something altogether life-changing

Working at Cytiva in the Life Sciences industry means being at the forefront of providing new solutions to transform human health. Our incredible customers undertake life-saving activities ranging from fundamental biological research to developing innovative vaccines, new medicines, and cell and gene therapies.

At Cytiva you will be able to continuously improve yourself and us – working on challenges that truly matter with people that care for each other, our customers, and their patients. With associates across 40 countries, Cytiva is a place where every day is a learning opportunity – so you can grow your career and expand your skills in the long term.

Cytiva is proud to work alongside a community of nine fellow Danaher Life Sciences companies. Together, we’re pioneering the future of science and medicine, developing products that enable researchers in the fight to save lives.

We are looking for a Director of Research and Development to work with our newly formed Nucleic Acid Therapeutics team. Do you have a passion for developing products and technology with the chance to deliver innovative solutions impacting patients’ lives? Then we would love to hear from you.

What you’ll do
Build and lead a global team of mRNA and nucleic acid scientists and engineers focused on developing the next generation of manufacturing technologies for genomic therapeutics.
You will lead and collaborate on the total mRNA manufacturing workflow as appropriate spanning DNA template generation, IVT synthesis and purification and forumulation together with key internal stakeholders.
Partner with Product Management, Marketing, Strategy and Business Leadership to define, maintain and execute on a New Product Development Roadmap for the business.
Leverage your team and shared resources within other technical areas to define user and system requirements for new products, build and test prototype devices against those specifications, verify and validate final designs, and transfer final designs for manufacturing.
Support products throughout their life cycle via a Phase-Gate Discipline including ideation, development, market launch, on-market sustainment, and obsolescence.
Partner cross functionally to align on design strategies and drive design choices that will ensure Design For Manufacturing, Design For Excellence, and Design For Reliability.
In addition to new product development you will build and lead an application expert team in the mRNA Centre of Excellence focused on generating solution data, proof of concept and customer facing scientific material in support of overall nucleic acid toolbox development.
Proactively identify, manage, and plan for product development risks and mitigations.
Ensures compliance with quality systems, regulatory requirements, and commercial change process.
Hold ultimate responsibility for the on-time and on-budget delivery of all technical projects for the business, working with colleagues in manufacturing, sourcing, regulatory and quality to deliver innovative and high-quality new products that accelerate patient access to new therapies.
Responsible for talent management to ensure the continued development for front-line managers and associates. Partner closely with the human resources organization and other technical leaders in developing organizational capabilities through succession planning, organizational assessment, identification of key skill gaps, talent acquisition and talent development strategies that link with business goals.
Develop expertise in and act as a mentor for the Danaher Business System.

Who you are
Bachelor’s, Master’s, or Ph.D. in molecular or cell biology, or a related technical field
10+ years of experience in Biomanufacturing, Cell Therapy, Gene Therapy or a related Life Sciences field, ideally with direct experience in Nucleic Acid Therapeutics
5+ years of experience in managing research and product development teams, ideally with demonstrated success in organizational design and strategy
Familiarity with regulatory requirements for therapeutic development
Executive level communication skills
Data driven approach to project ideation, planning, prioritization, and execution
Proven innovator, with a track record of developing new ideas through collaboration and translating strategic direction into tactical execution in a team-driven environment

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.

If you’ve ever wondered what’s within you, there’s no better time to find out."
45,,"Director of Diversity, Equity and Inclusion",,,WildBrain,Film Production,Vancouver,Glassdoor,Research Director,"$53,683 /yr (est.)",2022-03-05,,,,"Overview:
WildBrain is looking for a Director of Diversity, Equity and Inclusion to support our animation and live action Development and Production teams. Reporting to the our Chief Content Officer, you will lead our Content DEI strategy, vetting our scripts and creative materials. You will also establish a framework that our productions are able to leverage to ensure that the content we produce represents diversity, equity and inclusion authentically and appropriately. Finally, you will help to guide Studio DEI strategy and will oversee the implementation of a variety of programs.

Find a job that let’s your imagination run wild!
WildBrain Studios produces fan-favorite animation and award-winning content that kids and families love in every corner of the globe. We love what we do and it shows in the quality content we produce! Our custom-built Vancouver studio in beautiful British Columbia is a wonderful backdrop for our artists, but it doesn’t end there, we have employees working remotely across BC, Canada, and the world! Our artist-centric culture means we invest in our people, we provide training and growth opportunities, a healthy work-life balance, and fun activities throughout the year to meet, mingle and get creative with your team. If you like what you are reading so far, well buckle up, we’re just getting started.
Responsibilities:
Qualifications:"
46,,"Director, Academic and Research Impact",,,Health Sciences North Research Institute,Security & Protective,Greater Sudbury,Glassdoor,Research Director,"$134,813 /yr (est.)",2022-03-05,,,,"Director, Academic and Research Impact
Health Sciences North (HSN)
Health Sciences North Research Institute (HSNRI)

$123,883 - $145,743

Reporting to the Vice-President, Academic and Research Impact at HSN and HSNRI, you will help advance the key goal articulated in the 2019-2024 Strategic Plan of HSN and HSNRI (www.yourhsn.ca) to strengthen our Academic and Research Impact. We aspire to progress as an academic health sciences centre, through regional, provincial, national and international collaborations. Associated desired outcomes include fostering an inter-professional learning culture where every learner is welcomed and supported, championing a regional health innovation cluster, and supporting research efforts of researchers and medical staff that are favourably peer-reviewed, partially funded through external sources and involve collaborations. Support will include space and access to HSNRI scientists, inclusive of ICES North, statisticians, grant-writers and administrative staff. Collaborative research towards Cancer Solutions, Cardiovascular Health, Healthy Aging and Indigenous Health will be advanced.

You will provide operational leadership to a team of approximately 50 people and a budget of close to $10 million dollars. You will support the Vice-President, scientists, research leads, research chairs, the Director of IC/ES North and the Medical Director of the Simulation Laboratory. You will lead a team of managers in research services, research safety, ethics and compliance, clinical trials and the simulation laboratory, as well as staff supporting more than 2,000 medical and non-medical learners and the library, and other staff supporting academic and research activities. You will ensure that HSNRI policies and procedures remain updated and monitored, that deliverables of research contracts are met, and that principle investigators are encouraged and supported in developing competitive external research funding proposals and collaboration opportunities."
47,,"Director, Organizational Research IT",,,National Research Council Canada,Government Agencies,Ottawa,Glassdoor,Research Director,"$137,800 /yr (est.)",2022-03-05,,,,"Help bring research to life and drive your career forward with the National Research Council of Canada (NRC), Canada's largest research and technology organization.

We are looking for a Director, Organizational Research IT - the successful candidate would be someone who shares our core values of Integrity, Excellence, Respect and Creativity.
Position Description
The Director, Organizational Research IT is accountable for ensuring that NRC research is effectively enabled by information technology (IT) infrastructure, Information Management (IM) Data, tools, and services. This includes managing all IT/IM and Data elements of the KITS digital pillar targeting Excellence in Research and Innovation, including providing secretariat support for digital research governance, translating governance decisions into action, maintaining an effective self-serve cloud capability in support of NRC research, coordinating research IT project intake, providing leadership for optimizing use of research software across the NRC, collaborating closely with external and internal partners to meet research clients’ IM/IT and data requirements, and providing leadership and vision for planning the continuous improvement and evolution of the research IT service suite of tools and services.

The Director, Organizational Research IT will also need to liaise with numerous external organizations, such as but not limited to SSC, other GC SBDAs, Academic institutions, DRAC to name a few."
48,,"Director, Privacy and Access, PHSA Research and New Initiatives",,,PHSA,Healthcare Services & Hospitals,Vancouver,Glassdoor,Research Director,,2022-03-05,,,,"As per the current Public Health Order, full vaccination against COVID-19 is a condition of employment with PHSA as of October 26, 2021.

In accordance with the Mission, Vision and Values, and strategic directions of PHSA, safety, including both patient and employee safety, is a priority and a responsibility shared by everyone at PHSA’s Agencies/Divisions/Services. As such, the requirement to continuously improve quality and safety is inherent in all aspects of this position.

PHSA has a mandate to conduct world-class research, and deliver excellence in education and training as a provincial health authority and an academic health sciences organization, to support and underpin its ability to both develop evidence informed provincial clinical policy and delivery of high quality provincial clinical services.

Reporting to the Chief Administrative Officer, Research, the Director, Privacy and Access, Research and New Initiatives provides leadership, oversight and guidance to support the PHSA research community and the PHSA mandate in the field of privacy, bioethics and policy, working with multiple stakeholders across regional health authorities and the Ministry of Health as well as researchers, clinicians, data custodians and IT specialists and legal advisors. The Director, Privacy and Access plays a key role in ensuring that PHSA fulfills its mandate by enabling the sharing and analysis of data and encouraging innovation and new approaches."
49,,Research Pharmacokinetics Director,,,IQVIA,Biotech & Pharmaceuticals,Remote,Glassdoor,Research Director,,2022-03-05,,,,"Job Overview:
Perform analysis and reporting of Phase I-IV clinical pharmacology studies, such as dose tolerance, dose proportionality, mass balance, concept testing, bioavailability, thorough QTc, drug-drug interactions, and special population (age effects, renal disease, hepatic disease, gender effects, etc.), as well as population PK/PD studies. Provide consulting on study design, or other aspects of Clinical Pharmacology projects, clinical development plans, and dossiers for product registration. Assist Clinical Pharmacology management in implementing strategic initiatives.
Key Responsibilities:
As a project PK Scientist develop or oversee the development of protocols, statistical analysis plans, PK/PD analysis, PK/PD tables, listings and figures, and clinical study reports for Phase I-IV clinical pharmacology studies, such as dose tolerance, dose proportionality, mass balance, concept testing, bioavailability, thorough QTc, drug-drug interactions, and special population (age effects, renal disease, hepatic disease, gender effects, etc.), as well as population PK/PD studies."
50,,"Head of Research, Canada",,,Cushman & Wakefield,Real Estate,Toronto,Glassdoor,Research Director,,2022-03-05,,,,"Job Title

Head of Research, Canada

Job Description Summary

The National Research Director leads Research for Canada and oversees Research in the local markets throughout the country. This position will be in key markets where production or volume require a high level of research expertise and support. The Director will manage and oversee all research activities and resources throughout Canada. This position participates in pitches and presentations with fee-earners, as well as the overall business development strategy for the market. This role coordinates research activity across service lines and property types.

Job Description

Essential duties and responsibilities


Leads market thought leadership

Provides research information for use by Market Leaders and Brokers in media interviews
Speaks directly to media for interviews
Works with Marketing to publicize market trends and analysis to social media platforms and website
Makes recommendations for the design and development of new products and services

Support Pitches and/or Proposals

Participates in development of national requests for research information including market stats and analysis for prospecting, pitch and/or proposal materials
Attends, participates in and presents market information at high-profile client meetings, client pitches and presentations

Business development

Proactively engages in business pursuits, collaborate with Market Leaders at higher level

Manages Canada Research team

Recruitment, motivation and retention of existing employees
Oversees and directs quarterly data compilation and statistical production including forecasting and client requests
Appropriately staffs projects based on level of effort and expertise required for projects
Ensures research teams are meeting needs of local fee-earners

Manages the production and distribution of analytical research materials

Shares best practices within and across market or offices

Metrics


Quality of reports and analysis produced
pursuits supported, request turnaround time and quality
Data accuracy and comprehensiveness
Global Think Tank reporting/participation
National thought leadership content
Support and development of direct reports
Business development
BACKGROUND AND EXPERIENCE


Bachelor’s degree required
MBA or Master’s degree in research, economics, real estate or other related field preferred
10+ years of experience in research, real estate experience preferred
6+ years of supervisory experience
Professional acumen, deep understanding of real estate leasing and capital markets business; not just a deep expertise in an individual area or marketplace
Developing forward-looking insights
People development
Business development

Competencies
Ability to lead the Canada Research team as well as manage, train and provide mentorship
Strong, polished and articulate verbal and written communication skills, proven ability to communicate and analyze market conditions for business development to support internal and external clients and advanced presentation skills
Demonstrates good judgement to make appropriate decisions
Ability to plan, organize, prioritize and manage processes in a fast-changing environment
Ability to form strong connections and relationships
proven ability to communicate and analyze market conditions for business development; ability to network and foster client relationships
Accountability/ownership
Ability to successfully resolve problems with minimal direction
Proactively analyze data; tenacity to go above and beyond
Desire to invest time and energy in CRE knowledge
Knowledge of the complexities and rules within the CRE industry with the ability to capture, analyze and communicate key market metrics and indicators
Strong attention to detail"
51,,"Director, Applied Research",,,Lakeland College,Colleges & Universities,Vermilion,Glassdoor,Research Director,"$35,717 /yr (est.)",2022-03-05,,,,"As a global leader in student-managed learning opportunities, we are committed to developing leaders at Lakeland College. It’s something we excel at because of our exceptional team. Their passion and commitment to academic excellence, innovation and achievement is what sets Lakeland apart, as an educator and an employer. Join our team and be part of helping our students take the lead not only into the future, but today.
Key Responsibilities
Provides strategic leadership in formulating the goals, objectives, and policies for applied research activities at the College that are consistent with the overall strategic plan
Building and supervising a high functioning team of researchers and staff
Advancement of applied research with a focus on commercial agriculture - including project and grant administration, financial management and reporting, research communications, stakeholder relations, faculty and student engagement, as well as integration of applied research into academic programming"
52,,"Director, Research & Innovation Partnerships",,,University of Waterloo,Colleges & Universities,Waterloo,Glassdoor,Research Director,"$130,611 /yr (est.)",2022-03-05,,,,"Overview:
The primary objective of the position is to promote mathematical innovation and entrepreneurship growth to meet or exceed Faculty targets by raising the profile of research, initiating, developing, and maintaining industry relationships, and ensuring more research funding, in part by focusing on industry collaborations and partnership grant opportunities. The Director serves a vital end-to-end function in the growth, promotion, advancement, and management of mathematical innovation and entrepreneurship activity on and off-campus and within the local and international entrepreneurship ecosystem, encompassing five key accountabilities:
Planning and implementing new and ongoing innovation and entrepreneurship initiatives as part of the ADIE’s team.
Participating directly in imagining, initiating, and developing successful proposals for research partnerships and initiatives, usually involving teams in collaboration with industry and other external stakeholders.
Facilitating the establishment and success of research centres and institutes, promoting them to grow research collaborations with industry, and interdisciplinary research.
Responsibilities:


Qualifications:
Vaccination Requirement Statement:
Equity Statement:"
53,,"Director, Health Economics and Outcomes Research (12 Months)",,,GSK,Biotech & Pharmaceuticals,Mississauga,Glassdoor,Research Director,,2022-03-05,,,,"Site Name: Canada - Ontario - Mississauga
Posted Date: Mar 22 2022

Job Purpose:
This role has a responsibility for GSK Canada’s Health Economics and Outcomes Research (HEOR) Team. The HEOR team is responsible for delivering health economic models and submissions to Canada’s HTA agencies across therapy areas, including vaccines and ViiV products, as well as leading non-interventional research to support the lifecycle of GSK’s medicines and vaccines.
In leading the HEOR team, the director is the leading source of expertise and insight for the company in creating evidence generation strategies to support reimbursement plans to Canada’s national and provincial, and private payers."
54,,Development Director - Advanced Research Team (SEED),,,Electronic Arts,Video Game Publishing,Toronto,Glassdoor,Research Director,"$114,970 /yr (est.)",2022-03-05,,,,"Development Director - Advanced Research Team (SEED)
Remote Work Option: Yes

Electronic Arts Inc. is a global leader in interactive entertainment. We develop games, content and online services across platforms. We have a broad portfolio of brands that span the most popular genres.
We exist to Inspire the World to Play. We create extraordinary new game experiences for our millions of players everywhere by bringing together accomplished people that combine creativity, innovation, and passion. We immerse our employees into an inclusive culture and provide opportunities for learning and leading that allow our employees to do the most impactful and rewarding work of their careers.

Electronic Arts Inc. is a leading global interactive entertainment software company. EA delivers games, content and online services for Internet-connected consoles, personal computers, mobile phones and tablets."
55,,Director - Health Economics Statistics,,,"Cytel, Purple Squirrel HTA, LLC",Biotech & Pharmaceuticals,Canada,Glassdoor,Research Director,,2022-03-05,,,,"Health Economics and Comparative Effectiveness Director / Associate Director (remote position, anywhere in Canada or the US)
The Purple Squirrel Economics (PSE) is a boutique research and consulting firm specializing in the economic evaluation of new medical technologies. PSE is a Health Economics and Outcomes research subsidiary of Cytel inc. Our clients include many of the leading pharmaceutical, biotechnology, and medical device manufacturers from around the world. Our dedicated staff of full-time employees includes health economists, pharmacologists/pharmacy scientists and market access professionals. A job with PSE offers an opportunity to experience the Health Economics and market access environment on a global level working with multinational pharmaceutical industry players, payers, clinical guidance experts and other consultants from a hands-on perspective. Our small company is growing and we would like to hire the best of the best. Our employees can expect to be challenged, learn new skills and grow to discover new opportunities for the future.
We are currently accepting applications for a statistician for our Health Economics department. This is a key position with opportunities for growth and advancement. The incumbent will work closely with project leaders and clients on various projects."
56,,"Regional Director, Mining & Metals Studies",,,BBA,Architectural & Engineering Services,Montreal,Glassdoor,Research Director,"$64,813 /yr (est.)",2022-03-05,,,,"Working for BBA means being part of a team of talented people who have the passion to succeed and the drive to excel in order to provide first-class service to clients.

Recognized for its extensive field experience and cutting-edge expertise, BBA has been delivering a comprehensive range of consulting engineering services for 40 years, from studies and design to commissioning and operational support. Our firm is supported by a network of offices across Canada to carry out mandates at the local, national and international levels.

BBA provides a stimulating and friendly working atmosphere. We focus on building teams with complementary talents and provide employees with a work environment conducive to developing their skills.

BBA is a Canada's Best Employer recipient from Kincentric and is part of the prestigious Platinum Club of the Best Managed Companies, which unites companies that have held onto their title for over six consecutive years. For BBA, making the list speaks to the rigour of our practices and our unique approach to employee and client relations.

To find out more about BBA, follow us on LinkedIn and connect with our talent acquisition specialists.

Regular













BBA is committed to promoting diversity and employment equity. We thank you for your interest in our firm. Please note that only those candidates selected will be contacted."
57,,"Director, Market Research",,,Ipsos North America,Business Consulting,Toronto,Glassdoor,Research Director,,2022-03-05,,,,"At Ipsos, we make market research work. We know numbers. We understand people. And we succeed in delivering results. That’s why so many of the world’s leading brands and organizations look to us for their research needs.
Operating in over 80 countries, we’re a global leader in survey-based market research and one of the fastest-growing and most successful firms in the business. Our research focuses on five areas of specialty – advertising, marketing, public opinion, loyalty, and media – and our work focuses on our people and our clients.
Sound like the right place for your career? Share our passion. Share our success. And join us in being proud to be Ipsos
Director, Market Research
Downtown, Toronto

Required Skills

Required Experience"
58,,Assoc. Director Global Labeling Product Leader,,,Johnson & Johnson,Biotech & Pharmaceuticals,Canada,Glassdoor,Research Director,"$161,750 /yr (est.)",2022-03-05,,,,"Janssen Research & Development, L.L.C., a member of Johnson & Johnson's Family of Companies, is recruiting for an Associate Director Global Labeling Product Leader in Raritan, NJ or other locations may be considered (Titusville, NJ, Spring House, PA, Toronto, Ontario (CA), UK (High Wycombe), Netherlands (Leiden), Belgium (Beerse), or Switzerland Allschwil, Bern, Zug) or Remote work options may be considered, on a case-by-case basis and if approved by the Company.
At the Janssen Pharmaceutical Companies of Johnson & Johnson, we are working to create a world without disease. Transforming lives by finding new and better ways to prevent, intercept, treat and cure disease inspires us. We bring together the best minds and pursue the most promising science. We are Janssen. We collaborate with the world for the health of everyone in it. Learn more at www.janssen.com and follow us @JanssenGlobal. Janssen Research & Development, LLC is part of the Janssen Pharmaceutical Companies.
Our company thrives on a diverse company culture, celebrating the uniqueness of our employees and is committed to inclusion. Janssen is proud to be an equal opportunity employer. Our culture is interconnected by the shared values of Our Credo. It is a culture that celebrates diversity and diverse perspectives, and helps its employees achieve an effective balance between work and home life and supports their efforts to have a positive impact on their communities.







United States-New Jersey-Raritan-920 US Highway 202

Europe/Middle East/Africa-Netherlands-South Holland-Leiden, Europe/Middle East/Africa-United Kingdom-England-High Wycombe, North America-United States-New Jersey-Titusville, Europe/Middle East/Africa-Switzerland-Allschwil, North America-Canada, North America-Canada-Ontario-Toronto, Europe/Middle East/Africa, North America-United States-Pennsylvania-Spring House, Europe/Middle East/Africa-Belgium, Europe/Middle East/Africa-Switzerland-Berne-Bern, North America-United States

Janssen Research & Development, LLC (6084)

Regulatory Affairs

2206011840W"
59,,"Director, Research & Proposals (Remote- Canada/US)",,,Maru,Research & Development,Toronto,Glassdoor,Research Director,"$70,820 /yr (est.)",2022-03-05,,,,"Director, Research & Proposals

Maru/Blue, a Maru Group company, has been pushing the boundaries of the customer market insights space for over a decade. Unifying relevant online audiences with cloud-based technologies, we take a results-focused, consultative approach to helping clients connect with the people they want to talk to. Our goal is to achieve results through a unique blend of expert knowledge of the panel and data services market combined with superior quality.

The Opportunity: Director, Research & Proposals"
60,,Director of Laboratory Medicine,,,Island Health,Healthcare Services & Hospitals,Victoria,Glassdoor,Research Director,$77.15 /hr (est.),2022-03-30,,,,"At Island Health, our Vision of excellent health and care for everyone, everywhere every time is at the heart of everything we do. We are looking for a DIRECTOR of LABORATORY MEDICINE who shares our Vision and is committed to improving public health for all the populations we serve.
Island Health exists to support and serve the people of Vancouver Island and the surrounding Islands by providing high quality programs, services and care and the people make our organization. Health care attracts smart, caring individuals who want to make a difference and help people. No matter what area of health care you are in, our multi- disciplinary team's work together to provide the best care to our patients and residents, At Island Health we believe our values guide our actions and relationships, shaping how we make decision and plan for the future. Our vision is, ""Excellent health and care for everyone, everywhere, every time"".
Island Health is an employer that knows our people make the organization. We are the Health Authority for all of Vancouver Island, one of the most livable regions in the world. The South Island is a vibrant urban center with an abundance of recreational and cultural opportunities. We are the largest employer on Vancouver Island with over 27,000 employees, 2.400 Physician partners and 3,000 volunteers and we provide health services to the 850,000 residents of Vancouver Island and adjacent coastal communities."
61,,"Director, Commercial Operations Lead (Mississauga, Canada)",,,Philips,Healthcare Services & Hospitals,Mississauga,Glassdoor,Research Director,,2022-03-30,,,,"Job Title
Director, Commercial Operations Lead (Mississauga, Canada)
Job Description
Effective January 1, 2022, all Canada.-based Philips employees are required to be fully vaccinated against COVID as a condition of employment at Philips. Employees with a documented medical condition or other protected human rights ground that prevent them from participating in COVID-19 vaccination may apply for accommodation. Philips Canada will consider accommodation requests on a case-by-case basis in accordance with applicable human rights legislation."
